"Vöruflokkar";"1999 Tonn";"1999 Cif verð milljónir króna";"1999 Hlutfall af heild";"2000 Tonn";"2000 Cif verð milljónir króna";"2000 Hlutfall af heild";"2001 Tonn";"2001 Cif verð milljónir króna";"2001 Hlutfall af heild";"2002 Tonn";"2002 Cif verð milljónir króna";"2002 Hlutfall af heild";"2003 Tonn";"2003 Cif verð milljónir króna";"2003 Hlutfall af heild";"2004 Tonn";"2004 Cif verð milljónir króna";"2004 Hlutfall af heild";"2005 Tonn";"2005 Cif verð milljónir króna";"2005 Hlutfall af heild";"2006 Tonn";"2006 Cif verð milljónir króna";"2006 Hlutfall af heild";"2007 Tonn";"2007 Cif verð milljónir króna";"2007 Hlutfall af heild";"2008 Tonn";"2008 Cif verð milljónir króna";"2008 Hlutfall af heild";"2009 Tonn";"2009 Cif verð milljónir króna";"2009 Hlutfall af heild";"2010 Tonn";"2010 Cif verð milljónir króna";"2010 Hlutfall af heild";"2011 Tonn";"2011 Cif verð milljónir króna";"2011 Hlutfall af heild";"2012 Tonn";"2012 Cif verð milljónir króna";"2012 Hlutfall af heild";"2013 Tonn";"2013 Cif verð milljónir króna";"2013 Hlutfall af heild";"2014 Tonn";"2014 Cif verð milljónir króna";"2014 Hlutfall af heild"
"748 Drif- og sveifarásar; gírkassar o.þ.h.";610.8;492.3;0.3;612.7;444.6;0.2;489.6;405.5;0.2;490.3;431.7;0.2;412.7;445.9;0.2;538.8;492.7;0.2;482.4;523.8;0.2;627.4;558.2;0.1;633.8;565.6;0.1;482.0;714.7;0.1;455.0;843.7;0.2;487.2;834.9;0.2;506.9;958.9;0.2;581.9;1132.8;0.2;569.5;1140.3;0.2;551.7;1162.8;0.2
"749 Vélahlutar og -bún., órafkn. ót.a.";260.5;322.2;0.2;261.8;307.6;0.2;95.2;248.8;0.1;111.1;306.2;0.1;176.6;310.6;0.1;293.9;389.0;0.1;337.4;326.9;0.1;217.8;378.9;0.1;245.0;349.8;0.1;377.1;637.3;0.1;273.4;599.4;0.1;139.6;474.7;0.1;217.0;1208.4;0.2;134.4;661.4;0.1;126.0;781.2;0.1;100.7;558.9;0.1
"751 Skrifstofuvélar";209.2;590.6;0.3;182.9;462.8;0.2;148.5;487.3;0.2;133.1;422.9;0.2;239.4;537.2;0.2;715.9;1503.0;0.6;294.9;684.3;0.2;287.8;794.4;0.2;454.6;1218.5;0.3;294.2;1069.7;0.2;140.7;769.8;0.2;209.0;969.0;0.2;253.2;1107.8;0.2;235.0;1370.5;0.2;277.3;1562.5;0.3;251.5;1277.1;0.2
"752 Tölvur, tölvubúnaður og einingar";925.7;5812.4;3.2;594.1;7118.7;3.5;629.9;6294.3;2.8;713.4;6168.1;3.0;773.8;6276.7;2.9;876.0;7054.3;2.7;982.1;7465.7;2.4;969.8;7692.7;1.8;911.3;8361.4;1.9;572.3;6373.5;1.2;373.7;5675.5;1.3;492.9;7227.4;1.5;532.4;9195.1;1.6;500.9;8837.0;1.5;531.6;10787.9;1.8;689.8;12347.3;2.0
"759 Hlutar í skrifstofuvélar og tölvur";127.1;864.9;0.5;95.7;916.2;0.5;121.8;1102.9;0.5;156.8;1135.0;0.5;149.7;1032.1;0.5;181.7;1159.3;0.4;235.7;1558.7;0.5;204.7;1571.0;0.4;228.0;1958.5;0.5;152.0;1496.3;0.3;98.4;1284.0;0.3;102.4;1586.0;0.3;105.8;1405.1;0.3;87.7;1397.2;0.2;89.3;1520.6;0.3;94.1;1728.0;0.3
"761 Sjónvörp, myndskjáir og -vörpur";998.8;1432.3;0.8;1072.1;1741.3;0.9;651.7;1364.8;0.6;744.2;1393.0;0.7;887.9;1529.8;0.7;1223.3;1968.3;0.8;1268.0;2540.5;0.8;1093.2;2780.0;0.6;1165.1;3184.1;0.7;683.0;2289.0;0.4;396.1;1846.5;0.4;494.5;2098.2;0.4;536.1;2391.0;0.4;488.9;2304.5;0.4;481.9;2359.0;0.4;470.2;2177.2;0.3
"762 Útvarpstæki";217.8;398.4;0.2;210.6;413.7;0.2;143.9;312.4;0.1;145.0;275.5;0.1;177.4;286.7;0.1;189.2;274.4;0.1;188.5;295.9;0.1;169.7;318.1;0.1;172.5;318.3;0.1;100.4;334.5;0.1;68.8;215.0;0.0;76.8;247.1;0.1;73.0;239.6;0.0;53.9;202.3;0.0;57.2;224.0;0.0;47.6;170.2;0.0
"763 Myndbands- og segulbandstæki";236.0;1701.1;0.9;264.4;2605.2;1.3;177.1;1756.7;0.8;227.2;1771.5;0.9;304.9;1760.7;0.8;362.3;2153.4;0.8;377.7;2526.1;0.8;286.4;2692.8;0.6;204.4;650.5;0.2;112.2;428.0;0.1;65.6;344.3;0.1;80.0;409.2;0.1;72.1;361.1;0.1;49.7;398.8;0.1;48.6;263.6;0.0;35.1;178.4;0.0
"764 Fjarsk.tæki og ýmis fylgitæki o.þ.h.";468.4;3193.4;1.8;540.7;4363.8;2.1;428.2;3895.4;1.8;378.2;3089.0;1.5;529.3;3675.3;1.7;594.8;3394.6;1.3;749.3;4497.8;1.4;689.1;4380.7;1.0;1016.8;8524.3;2.0;689.9;8124.8;1.6;440.9;7067.3;1.6;436.6;7325.6;1.5;452.0;8971.2;1.6;448.5;9537.3;1.6;531.2;12024.9;2.1;492.2;13245.2;2.1
"771 Rafspennar og stöðustraumbreytar";1041.1;824.8;0.5;731.1;654.3;0.3;781.5;711.4;0.3;410.6;573.1;0.3;559.6;622.8;0.3;971.8;923.0;0.4;3335.9;2632.3;0.8;5318.4;4269.0;1.0;1780.6;1807.7;0.4;1520.6;2652.2;0.5;900.9;1973.0;0.4;850.8;1668.9;0.3;1801.0;4884.6;0.9;1483.0;4441.0;0.7;1671.1;4179.2;0.7;1023.1;2326.2;0.4
"772 Rafbúnaður, ýmiskonar";1015.2;2098.5;1.2;1050.0;1990.3;1.0;1052.2;2259.6;1.0;777.9;1577.7;0.8;1053.7;1745.9;0.8;995.7;1774.2;0.7;1481.7;3034.2;1.0;2248.8;5064.9;1.2;1513.5;3378.1;0.8;1220.1;4201.7;0.8;697.8;3545.0;0.8;956.8;3835.0;0.8;1116.7;4907.9;0.9;1173.3;4125.2;0.7;1484.0;4368.5;0.7;1027.2;3965.6;0.6
"773 Raflagnaefni ót.a.";3078.0;970.8;0.5;2940.9;1047.3;0.5;2736.3;1195.9;0.5;2462.0;913.6;0.4;3821.3;1207.7;0.6;3909.2;1291.3;0.5;7270.0;2041.2;0.7;6399.3;3061.8;0.7;4723.4;2264.5;0.5;4583.8;2970.0;0.6;2226.9;1945.4;0.4;1786.1;1627.4;0.3;1962.7;2108.1;0.4;2523.4;2427.5;0.4;2908.5;3045.0;0.5;2074.6;2194.8;0.4
"774 Rafeindasjúkdómsgr./röntgentæki";73.0;394.8;0.2;106.8;397.9;0.2;38.8;540.3;0.2;59.3;732.3;0.4;47.3;681.6;0.3;94.6;768.8;0.3;53.3;614.0;0.2;80.0;563.0;0.1;53.5;592.8;0.1;62.7;946.5;0.2;23.2;551.1;0.1;29.9;637.4;0.1;20.6;520.9;0.1;42.3;897.5;0.2;61.0;1218.4;0.2;58.2;1344.9;0.2
"775 Vélar og tæki til heimilisnota, ót.a.";2564.3;1497.2;0.8;2523.9;1423.3;0.7;2387.8;1648.2;0.7;2638.1;1776.9;0.9;3049.4;1974.5;0.9;3590.5;2257.8;0.9;4658.9;2681.2;0.9;4516.2;3097.6;0.7;5133.1;3619.4;0.8;3289.7;3158.5;0.6;2105.0;2492.2;0.6;2512.6;2797.3;0.6;2590.8;3113.5;0.6;2751.6;3427.7;0.6;3074.8;3854.2;0.7;2910.5;3588.0;0.6
"776 Rafeindabúnaður ýmiskonar";25.3;419.0;0.2;29.8;528.5;0.3;33.3;605.9;0.3;32.8;554.8;0.3;30.0;408.5;0.2;31.0;430.8;0.2;39.4;471.8;0.2;41.9;445.0;0.1;44.5;427.5;0.1;38.3;408.9;0.1;20.5;380.9;0.1;30.0;539.5;0.1;29.3;634.4;0.1;36.2;598.0;0.1;51.6;914.7;0.2;55.2;624.5;0.1
"778 Aðrar rafmagnsvélar og -tæki";116716.4;5152.0;2.8;118602.2;5631.8;2.8;128710.4;7235.6;3.3;139714.7;7491.7;3.6;140090.1;7556.4;3.5;147098.6;8044.5;3.1;149766.1;8362.0;2.7;193718.3;14190.8;3.3;252560.6;16297.1;3.8;435901.9;35179.7;6.8;440500.3;43724.2;9.8;430051.8;42224.1;8.8;446256.2;50898.2;9.1;417835.4;49357.8;8.3;444444.6;48964.0;8.4;471989.3;48406.6;7.7
"781 Fólksbílar, ekki almenningsbílar";22942.6;14250.1;7.8;20584.9;13040.1;6.4;10623.9;8013.9;3.6;10524.2;8019.6;3.9;15984.5;12462.0;5.8;21449.7;17856.0;6.9;34772.9;27577.3;8.8;30586.4;27318.0;6.3;29923.7;29592.8;6.9;17123.1;21301.9;4.1;4293.7;8659.9;1.9;5176.8;8400.1;1.8;8228.6;14139.8;2.5;12474.9;22239.6;3.7;11248.6;19065.4;3.3;15263.1;25267.4;4.0
"782 Vörubílar og bílar til sérst. nota";5169.7;2824.1;1.5;6560.3;3768.1;1.9;3290.1;2168.1;1.0;2385.1;1623.5;0.8;7268.0;4885.0;2.3;8282.8;5694.9;2.2;12346.2;8162.9;2.6;12941.1;9710.8;2.2;12041.0;10038.0;2.3;6089.0;6623.7;1.3;1175.1;1807.5;0.4;835.4;1107.5;0.2;1187.8;1555.0;0.3;1680.7;2110.7;0.4;2278.3;2920.5;0.5;3733.9;5048.1;0.8
"783 Bílar, ót.a. (þ.m.t. almenningsbílar)";658.7;503.7;0.3;1033.4;708.4;0.3;528.8;457.1;0.2;449.2;435.1;0.2;887.9;1114.5;0.5;1343.0;1230.9;0.5;2554.6;2121.7;0.7;2017.3;1939.8;0.4;1777.1;1812.9;0.4;1293.2;1673.4;0.3;220.5;335.0;0.1;623.0;924.2;0.2;777.1;1197.3;0.2;1286.1;2294.0;0.4;1362.2;2667.7;0.5;1369.0;2698.2;0.4
"784 Hlutar og fylgitæki í bíla";1775.6;1446.2;0.8;1708.1;1464.1;0.7;1286.1;1293.1;0.6;1103.6;1220.8;0.6;1273.1;1353.6;0.6;1610.9;1695.1;0.7;2122.7;2038.6;0.6;2150.6;2475.4;0.6;2219.7;2557.9;0.6;1569.6;2612.2;0.5;1053.5;2327.2;0.5;1125.7;2137.9;0.4;1233.2;2343.7;0.4;1486.1;2719.3;0.5;1407.4;2590.7;0.4;1598.5;2935.3;0.5
"785 Bif- og reiðhjól, ökut. fyrir fatlaða";346.0;285.1;0.2;297.6;282.1;0.1;320.3;339.6;0.2;279.9;316.1;0.2;454.2;449.8;0.2;585.8;624.5;0.2;850.9;950.9;0.3;938.7;1232.8;0.3;1114.0;1727.3;0.4;800.4;1371.0;0.3;336.1;670.1;0.2;404.6;816.8;0.2;437.0;847.6;0.2;399.2;953.3;0.2;381.5;996.3;0.2;369.2;1092.2;0.2
"786 Tengi-/festivagnar; farart. án vélar";3164.8;786.6;0.4;3123.0;984.5;0.5;3080.7;796.8;0.4;2774.7;583.8;0.3;2048.7;694.3;0.3;5039.7;1260.1;0.5;13243.4;2200.7;0.7;7270.4;3274.6;0.8;7327.6;3267.1;0.8;5530.0;2881.4;0.6;874.6;661.0;0.1;991.4;786.7;0.2;1406.5;1289.2;0.2;1586.4;1491.1;0.2;1910.5;1556.3;0.3;2552.4;1634.5;0.3
"791 Járn- og sporbrautavagnar";1.8;1.5;0.0;1.9;2.1;0.0;1.7;1.5;0.0;1.2;1.0;0.0;0.0;0.2;0.0;194.9;151.8;0.1;228.6;65.6;0.0;414.2;219.0;0.1;137.1;96.7;0.0;17.6;22.6;0.0;0.7;4.0;0.0;4.3;5.0;0.0;9.6;13.6;0.0;37.8;57.0;0.0;21.9;58.6;0.0;8.2;14.4;0.0
"792 Loftför og tilheyrandi búnaður";91.5;3844.0;2.1;114.4;4612.7;2.3;138.4;7342.0;3.3;131.1;8195.0;3.9;129.5;2003.1;0.9;310.0;6248.1;2.4;1035.0;11065.4;3.5;1855.6;41621.4;9.6;2180.9;30489.6;7.1;2468.7;18137.5;3.5;14958.2;17003.0;3.8;1199.3;8473.2;1.8;618.4;11636.0;2.1;1829.7;24625.5;4.1;590.4;8414.3;1.4;634.8;9209.7;1.5
"793 Skip, bátar og fljótandi mannvirki";9774.1;4923.3;2.7;13379.8;6053.9;3.0;15050.4;6940.5;3.1;11589.5;4326.9;2.1;7332.3;2846.3;1.3;17154.0;3474.3;1.3;10041.6;2802.5;0.9;7728.3;3541.5;0.8;6684.7;3660.7;0.9;3568.1;2107.8;0.4;2909.6;3959.7;0.9;1922.4;2979.3;0.6;8079.6;10476.7;1.9;7341.0;10481.6;1.8;4240.9;3831.5;0.7;16729.4;15603.3;2.5
"811 Forsmíðaðar byggingar";6580.7;692.7;0.4;7735.5;1082.1;0.5;9306.9;1462.8;0.7;4149.3;665.6;0.3;9535.6;1696.7;0.8;11543.9;2146.1;0.8;22181.4;3532.1;1.1;24543.4;4833.0;1.1;23203.3;4507.2;1.0;13683.2;3712.0;0.7;1157.3;405.9;0.1;1335.9;442.6;0.1;2455.5;1045.4;0.2;2163.7;875.2;0.1;1311.4;687.5;0.1;2790.4;1593.2;0.3
"812 Pípul.efni, hreinlætis/hitunartæki ót.a.";1256.6;302.8;0.2;1509.6;366.4;0.2;1590.9;434.3;0.2;1284.9;365.2;0.2;1542.0;436.1;0.2;1656.6;524.4;0.2;1785.0;516.7;0.2;1723.4;598.3;0.1;1764.2;658.6;0.2;981.1;552.2;0.1;707.0;464.6;0.1;749.3;468.6;0.1;703.2;441.5;0.1;711.3;425.5;0.1;875.0;527.7;0.1;942.1;478.0;0.1
"813 Lampar og ljósabúnaður, ót.a.";1098.6;915.2;0.5;1191.4;991.0;0.5;1149.4;1211.3;0.5;1025.2;982.0;0.5;1192.8;1106.7;0.5;1492.0;1237.7;0.5;1660.1;1341.9;0.4;1971.7;1883.2;0.4;1897.2;2043.1;0.5;1380.4;1932.0;0.4;714.1;1316.6;0.3;860.2;1415.7;0.3;886.7;1544.1;0.3;919.6;1570.2;0.3;847.5;1621.3;0.3;971.2;1846.9;0.3
"821 Húsgögn og hlutar til þeirra";12465.0;4485.8;2.5;13150.4;4652.1;2.3;12156.9;5198.8;2.4;11332.8;4538.7;2.2;13515.9;5353.4;2.5;16202.2;6218.7;2.4;22832.4;7950.9;2.5;22573.3;9528.3;2.2;25259.5;10911.6;2.5;20112.2;11085.8;2.2;7824.7;5619.7;1.3;8353.7;5450.0;1.1;9614.2;6590.8;1.2;9390.6;6801.4;1.1;9764.9;7490.0;1.3;11057.2;7892.3;1.3
"831 Ferðabún., handtöskur o.þ.h.";307.1;364.4;0.2;317.8;400.5;0.2;314.3;426.8;0.2;270.0;357.9;0.2;385.6;420.5;0.2;453.2;479.3;0.2;624.4;550.9;0.2;535.4;682.3;0.2;506.9;689.0;0.2;385.4;665.9;0.1;221.2;536.0;0.1;245.5;647.7;0.1;308.1;812.4;0.1;288.8;913.7;0.2;279.0;910.2;0.2;290.8;967.9;0.2
"841 Herrafatnaður úr spunaefnum";510.5;1336.1;0.7;579.1;1455.1;0.7;455.3;1370.4;0.6;432.7;1324.9;0.6;534.7;1367.5;0.6;536.7;1415.1;0.5;693.6;1670.5;0.5;664.0;2013.1;0.5;589.6;2054.6;0.5;548.9;2602.9;0.5;359.2;2142.4;0.5;426.4;2244.3;0.5;414.1;2437.7;0.4;400.4;2550.0;0.4;419.1;2738.9;0.5;433.1;2742.8;0.4
"842 Kvenfatnaður úr spunaefnum";588.3;1960.5;1.1;641.9;2049.7;1.0;617.0;2305.4;1.0;555.5;2029.8;1.0;608.9;2049.8;0.9;673.2;2099.7;0.8;751.2;2233.2;0.7;710.0;2647.7;0.6;722.9;2816.4;0.7;632.1;3288.2;0.6;452.2;2947.4;0.7;489.5;2940.7;0.6;465.2;3047.1;0.5;451.5;3201.8;0.5;457.8;3257.4;0.6;507.3;3319.9;0.5
"843 Herrafatnaður, heklaður/prjónaður";103.5;226.2;0.1;81.6;196.8;0.1;88.3;250.4;0.1;94.5;222.3;0.1;83.1;232.9;0.1;110.5;245.0;0.1;119.9;269.2;0.1;178.1;448.0;0.1;177.4;514.1;0.1;157.0;650.2;0.1;126.0;647.0;0.1;154.3;728.9;0.2;138.5;730.7;0.1;128.2;713.6;0.1;122.7;710.6;0.1;121.8;679.3;0.1
